Tweet,Date
"The Dow just broke 24,000 for the first time (another all-time Record). If the Dems had won the Presidential Election, the Market would be down 50% from these levels and Consumer Confidence, which is also at an all-time high, would be â€œlow and glum!â€ù",30-Nov-17
Stock Market hits new Record High. Confidence and enthusiasm abound. More great numbers coming out!,30-Nov-17
"The Chinese Envoy, who just returned from North Korea, seems to have had no impact on Little Rocket Man. Hard to believe his people, and the military, put up with living in such horrible conditions. Russia and China condemned the launch.",30-Nov-17
The Failing @nytimes has totally gone against the Social Media Guidelines that they installed to preserve some credibility after many of their biased reporters went Rogue!  @foxandfriends,30-Nov-17
"The Failing @nytimes, the pipe organ for the Democrat Party, has become a virtual lobbyist for them with regard to our massive Tax Cut Bill. They are wrong so often that now I know we have a winner!",30-Nov-17
Funny to hear the Democrats talking about the National Debt when President Obama doubled it in only 8 years!,29-Nov-17
"â€œHad the information (Crooked Hillaryâ€™s emails) been released there would have been harm to National Security....""Charles McCulloughFmr Intel Comm Inspector General",29-Nov-17
The only people who donâ€™t like the Tax Cut Bill are the people that donâ€™t understand it or the Obstructionist Democrats that know how really good it is and do not want the credit and success to go to the Republicans!,29-Nov-17
The House of Representatives seeks contempt citations(?) against the JusticeDepartment and the FBI for withholding key documents and an FBI witness which could shed light on surveillance of associates of Donald Trump. Big stuff. Deep State. Give this information NOW! @FoxNews,29-Nov-17
".@Theresa_May, donâ€™t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom. We are doing just fine!",29-Nov-17
"Now, we have a once in a lifetime opportunity to RESTORE AMERICAN PROSPERITY â€“ and RECLAIM AMERICAâ€™S DESTINY.But in order to achieve this bright and glowing future, the SENATE MUST PASS TAX CUTS â€“ and bring Main Street roaring back to life!https://www.facebook.com/DonaldTrump/videos/10160226151710725/ â€_",29-Nov-17
"A vote to CUT TAXES is a vote to PUT AMERICA FIRST. It is time to take care of OUR WORKERS, to protect OUR COMMUNITIES, and to REBUILD OUR GREAT COUNTRY! http://45.wh.gov/XocfMQ ",29-Nov-17
"This week, the Senate can join the House & take a strong stand for the Middle Class families who are the backbone of America. Together, we will give the American people a big, beautiful Christmas present-a massive tax cut that lets Americans keep more of their HARD-EARNED MONEY!",29-Nov-17
"Departing @JBA_NAFW for St. Charles, Missouri to help push our plan for HISTORIC TAX CUTS across the finish line.A successful vote in the Senate this week will bring us one giant step closer to delivering an incredible victory for the American people!https://instagram.com/p/BcFs_kXgTG5/ ",29-Nov-17
"Economy growing! Excluding hurricane effects, CEA estimates that real GDP growth would have been 3.9% in Q3.Stock market at a new high, unemployment at a low. We are winning and TAX CUTS will shift our economy into high gear!",29-Nov-17
Just spoke to President XI JINPING of China concerning the provocative actions of North Korea. Additional major sanctions will be imposed on North Korea today. This situation will be handled!,29-Nov-17
So now that Matt Lauer is gone when will the Fake News practitioners at NBC be terminating the contract of Phil Griffin? And will they terminate low ratings Joe Scarborough based on the â€œunsolved mysteryâ€ù that took place in Florida years ago? Investigate!,29-Nov-17
"Wow, Matt Lauer was just fired from NBC for â€œinappropriate sexual behavior in the workplace.â€ù But when will the top executives at NBC & Comcast be fired for putting out so much Fake News. Check out Andy Lackâ€™s past!",29-Nov-17
Looks like another great day for the Stock Market. Consumer Confidence is at Record High. I guess somebody likes me (my policies)!,29-Nov-17
"Great, and we should boycott Fake News CNN. Dealing with them is a total waste of time!",29-Nov-17
".@foxandfriends, we are in record territory in all things having to do with our economy!",29-Nov-17
#MakeAmericaGreatAgain,28-Nov-17
Great day for Tax Cuts and the Republican Party. But the biggest Winner will be our great Country!,28-Nov-17
Great work Ivanka!,28-Nov-17
"Just won the lawsuit on leadership of Consumer Financial Protection Bureau, CFPB. A big win for the Consumer!",28-Nov-17
"Charles McCullough, the respected fmr Intel Comm Inspector General, said public was misled on Crooked Hillary Emails. â€œEmails endangered National Security.â€ù Why arenâ€™t our deep State authorities looking at this? Rigged & corrupt? @TuckerCarlson @seanhannity",28-Nov-17
"After North Korea missile launch, it's more important than ever to fund our gov't & military! Dems shouldn't hold troop funding hostage for amnesty & illegal immigration. I ran on stopping illegal immigration and won big. They can't now threaten a shutdown to get their demands.",28-Nov-17
"Had a wonderful meeting with @IvankaTrump, advisor to @POTUS and leader of the US delegation at the @GES2017.",28-Nov-17
"â€œThe Conference Board said that consumer sentiment was at its highest level in nearly 17 years in November. The Consumer Confidence Index rose from 126.2 in October to 129.5, notching its best reading since December 2000...â€ù",28-Nov-17
"Dow, S&P 500 and Nasdaq all finished the day at new RECORD HIGHS!",28-Nov-17
"Remarks from the Roosevelt Room with @SenateMajLdr Mitch McConnell, @SpeakerRyan and Secretary of Defense, General James Mattis.",28-Nov-17
â€œStatement from President Donald J. Trump on #GivingTuesdayâ€ù,28-Nov-17
It was an honor to meet with you Prime Minister Modi. Thank you for co-hosting the 8th annual Global Entrepreneurship Summit! @StateDept,28-Nov-17
"Meeting with â€œChuck and Nancyâ€ù today about keeping government open and working. Problem is they want illegal immigrants flooding into our Country unchecked, are weak on Crime and want to substantially RAISE Taxes. I donâ€™t see a deal!",28-Nov-17
"Thank you for the warm welcome. Iâ€™m excited to be in Hyderabad, India for #GES2017.",27-Nov-17
The decorations are up! @WhiteHouse is ready to celebrate! Wishing you a Merry Christmas & joyous holiday season!,27-Nov-17
"#GES2017 highlights the important role of women #entrepreneurs & demonstrates the importance of #innovation & partnerships in economic growth. Thanks to Gov't of #India, US Head of Delegation @IvankaTrump, our partners & panelists. To all @GES2017 participants, have a great week!",27-Nov-17
Had a wonderful visit from @JBA_NAFW children today at the @whitehouse! #WhiteHouseChristmas,27-Nov-17
"Melania, our great and very hard working First Lady, who truly loves what she is doing, always thought that â€œif you run, you will win.â€ù She would tell everyone that, â€œno doubt, he will win.â€ù I also felt I would win (or I would not have run) - and Country is doing great!",28-Nov-17
"At least 24 players kneeling this weekend at NFL stadiums that are now having a very hard time filling up. The American public is fed up with the disrespect the NFL is paying to our Country, our Flag and our National Anthem. Weak and out of control!",28-Nov-17
Thank you Rand!,27-Nov-17
New home sales reach a 10 year high. Stock Market has more record gains. Hopefully Republican Senators will give us the much needed Tax Cuts to keep it all going! Democrats want big Tax Increases.,27-Nov-17
"The Tax Cut Bill is coming along very well, great support. With just a few changes, some mathematical, the middle class and job producers can get even more in actual dollars and savings and the pass through provision becomes simpler and really works well!",27-Nov-17
"The good news is that their ratings are terrible, nobody cares!",27-Nov-17
"We should have a contest as to which of the Networks, plus CNN and not including Fox, is the most dishonest, corrupt and/or distorted in its political coverage of your favorite President (me). They are all bad. Winner to receive the FAKE NEWS TROPHY!",27-Nov-17
"Back in D.C., big week for Tax Cuts and many other things of great importance to our Country.  Senate Republicans will hopefully come through for all of us. The Tax Cut Bill is getting better and better. The end result will be great for ALL!",26-Nov-17
"Since the first day I took office, all you hear is the phony Democrat excuse for losing the election, Russia, Russia,Russia.  Despite this I have the economy booming and have possibly done more than any 10 month President. MAKE AMERICA GREAT AGAIN!",26-Nov-17
I endorsed Luther Strange in the Alabama Primary. He shot way up in the polls but it wasnâ€™t enough. Canâ€™t let Schumer/Pelosi win this race. Liberal Jones would be BAD!,26-Nov-17
"The last thing we need in Alabama and the U.S. Senate is a Schumer/Pelosi puppet who is WEAK on Crime, WEAK on the Border, Bad for our Military and our great Vets, Bad for our 2nd Amendment, AND WANTS TO RAISES TAXES TO THE SKY. Jones would be a disaster!",26-Nov-17
"Wow, even I didnâ€™t realize we did so much. Wish the Fake News would report! Thank you.",25-Nov-17
".@FoxNews is MUCH more important in the United States than CNN, but outside of the U.S., CNN International is still a major source of (Fake) news, and they represent our Nation to the WORLD very poorly. The outside world does not see the truth from them!",25-Nov-17
"Check out the recent Editorial in the Wall Street Journal @WSJ about what a complete disaster the @CFPB has been under its leader from previous Administration, who just quit!",25-Nov-17
"The Consumer Financial Protection Bureau, or CFPB, has been a total disaster as run by the previous Administrations pick. Financial Institutions have been devastated and unable to properly serve the public. We will bring it back to life!",25-Nov-17
"Happy #SmallBusinessSaturday!A great day to support your community and Americaâ€™s JOB creators by shopping locally at a #SmallBiz. #ShopSmall",25-Nov-17
"Time Magazine called to say that I was PROBABLY going to be named â€œMan (Person) of the Year,â€ù like last year, but I would have to agree to an interview and a major photo shoot. I said probably is no good and took a pass. Thanks anyway!",24-Nov-17
"Will be calling the President of Egypt in a short while to discuss the tragic terrorist attack, with so much loss of life. We have to get TOUGHER AND SMARTER than ever before, and we will. Need the WALL, need the BAN! God bless the people of Egypt.",24-Nov-17
"Horrible and cowardly terrorist attack on innocent and defenseless worshipers in Egypt. The world cannot tolerate terrorism, we must defeat them militarily and discredit the extremist ideology that forms the basis of their existence!",24-Nov-17
"After Turkey call I will be heading over to Trump National Golf Club, Jupiter, to play golf (quickly) with Tiger Woods and Dustin Johnson. Then back to Mar-a-Lago for talks on bringing even more jobs and companies back to the USA!",24-Nov-17
"Will be speaking to President Recep Tayyip Erdogan of Turkey this morning about bringing peace to the mess that I inherited in the Middle East. I will get it all done, but what a mistake, in lives and dollars (6 trillion), to be there in the first place!",24-Nov-17
"Can you believe that the disrespect for our Country, our Flag, our Anthem continues without penalty to the players. The Commissioner has lost control of the hemorrhaging league. Players are the boss!",24-Nov-17
Two great people!,23-Nov-17
A great guy (with great ratings)!,23-Nov-17
#HappyThanksgiving from @USArmy and @USNationalGuard #soldiers serving with Task Force Marauder in #Afghanistan. ,23-Nov-17
"Today, @POTUS @realDonaldTrump and @FLOTUS Melania visit the @USCG at the Lake Worth Inlet Station, in Riviera Beach, Florida â€” to say THANK YOU on behalf of an entire nation.https://instagram.com/p/Bb3S2ikArrk/ ",23-Nov-17
"ObamaCare premiums are going up, up, up, just as I have been predicting for two years. ObamaCare is OWNED by the Democrats, and it is a disaster. But do not worry. Even though the Dems want to Obstruct, we will Repeal & Replace right after Tax Cuts!",23-Nov-17
"My great honor to join our incredible men and women of the @USCG, at the Lake Worth Inlet Station, in Riviera Beach, Florida today!#HappyThanksgiving",23-Nov-17
HAPPY THANKSGIVING!,23-Nov-17
"Will be doing a live Thanksgiving Video Teleconference with Members of the Military at 9:00 A.M.  Afghanistan, Iraq, USS Monterey, Turkey & Bahrain. Then going to Coast Guard Quarters, Florida.",23-Nov-17
MAKE AMERICA GREAT AGAIN!,23-Nov-17
"HAPPY THANKSGIVING, your Country is starting to do really well. Jobs coming back, highest Stock Market EVER, Military getting really strong, we will build the WALL, V.A. taking care of our Vets, great Supreme Court Justice, RECORD CUT IN REGS, lowest unemployment in 17 years....!",23-Nov-17
....And it will get even better with Tax Cuts!,22-Nov-17
I have long given the order to help Argentina with the Search and Rescue mission of their missing submarine. 45 people aboard and not much time left. May God be with them and the people of Argentina!,22-Nov-17
51 Million American to travel this weekend - highest number in twelve years (AAA). Traffic and airports are running very smoothly!  @FoxNews,22-Nov-17
Preparations are underway to celebrate the holidays at the @WhiteHouse!,22-Nov-17
The @USNavy is conducting search and rescue following aircraft crash. We are monitoring the situation. Prayers for all involved.,22-Nov-17
Will be having meetings and working the phones from the Winter White House in Florida (Mar-a-Lago). Stock Market hit new Record High yesterday - $5.5 trillion gain since E. Many companies coming back to the U.S. Military building up and getting very strong.,22-Nov-17
"â€œFar rightâ€ù? You mean â€œright so far,â€ù as in @realDonaldTrump has been right so far abt how to kick the economy into high gear.",21-Nov-17
The NFL is now thinking about a new idea - keeping teams in the Locker Room during the National Anthem next season. Thatâ€™s almost as bad as kneeling! When will the highly paid Commissioner finally get tough and smart? This issue is killing your league!.....,22-Nov-17
"...LaVar, you could have spent the next 5 to 10 years during Thanksgiving with your son in China, but no NBA contract to support you. But remember LaVar, shoplifting is NOT a little thing. Itâ€™s a really big deal, especially in China. Ungrateful fool!",22-Nov-17
"It wasnâ€™t the White House, it wasnâ€™t the State Department, it wasnâ€™t father LaVarâ€™s so-called people on the ground in China that got his son out of a long term prison sentence - IT WAS ME. Too bad! LaVar is just a poor manâ€™s version of Don King, but without the hair. Just think..",22-Nov-17
"Today, we continued a wonderful American Tradition at the White House. Drumstick and Wishbone will live out their days in the beautiful Blue Ridge Mountains at Gobblerâ€™s Rest...",21-Nov-17
President Donald J. Trump and @FLOTUS Melania Participate in the Pardoning of the National Thanksgiving Turkey at the White House.,21-Nov-17
Under President Trump unemployment rate will drop below 4%.  Analysts predict economic boom for 2018!  @foxandfriends and @Varneyco,20-Nov-17
Marshawn Lynch of the NFLâ€™s Oakland Raiders stands for the Mexican Anthem and sits down to boos for our National Anthem. Great disrespect! Next time NFL should suspend him for remainder of season. Attendance and ratings way down.,20-Nov-17
Republican Senators are working very hard to get Tax Cuts and Tax Reform approved. Hopefully it will not be long and they do not want to disappoint the American public!,19-Nov-17
"Border Patrol Officer killed at Southern Border, another badly hurt. We will seek out and bring to justice those responsible. We will, and must, build the Wall!",19-Nov-17
Big-game trophy decision will be announced next week but will be very hard pressed to change my mind that this horror show in any way helps conservation of Elephants or any other animal.,19-Nov-17
"Shoplifting is a very big deal in China, as it should be (5-10 years in jail), but not to father LaVar. Should have gotten his son out during my next trip to China instead. China told them why they were released. Very ungrateful!",19-Nov-17
"Sen. Jeff Flake(y), who is unelectable in the Great State of Arizona (quit race, anemic polls) was caught (purposely) on â€œmikeâ€ù saying bad things about your favorite President. Heâ€™ll be a NO on tax cuts because his political career anyway is â€œtoast.â€ù",19-Nov-17
"Now that the three basketball players are out of China and saved from years in jail, LaVar Ball, the father of LiAngelo, is unaccepting of what I did for his son and that shoplifting is no big deal. I should have left them in jail!",19-Nov-17
Thank you @realDonaldTrump - this is important to so many of us,17-Nov-17
"BOOM! Thank you, Mr President. Trophy-hunting is repellent.",17-Nov-17
"Crooked Hillary Clinton is the worst (and biggest) loser of all time. She just canâ€™t stop, which is so good for the Republican Party. Hillary, get on with your life and give it another try in three years!",18-Nov-17
Put big game trophy decision on hold until such time as I review all conservation facts. Under study for years. Will update soon with Secretary Zinke. Thank you!,17-Nov-17
"Today, it was an honor to celebrate the Collegiate National Champions of 2016/2017 at the @WhiteHouse! #NCAAChampionsPhotos: https://www.instagram.com/realdonaldtrump/ â€_",17-Nov-17
"Together, we're going to restore safety to our streets and peace to our communities, and we're going to destroy the vile criminal cartel, #MS13, and many other gangs...'Hundreds arrested in MS-13 crackdown'http://45.wh.gov/MS13Crackdown ",17-Nov-17
"If Democrats were not such obstructionists and understood the power of lower taxes, we would be able to get many of their ideas into Bill!",17-Nov-17
"Great numbers on Stocks and the Economy. If we get Tax Cuts and Reform, we'll really see some great results!",17-Nov-17
.And to think that just last week he was lecturing anyone who would listen about sexual harassment and respect for women. Lesley Stahl tape?,16-Nov-17
"The Al Frankenstien picture is really bad, speaks a thousand words. Where do his hands go in pictures 2, 3, 4, 5 & 6 while she sleeps? .....",16-Nov-17
"Big win today in the House for GOP Tax Cuts and Reform, 227-205. Zero Dems, they want to raise taxes much higher, but not for our military!",16-Nov-17
